symbol	FemxI.DMSO	FemxI.G007.LK	FemxV.DMSO	FemxV.G007.LK	MeWo.DMSO	MeWo.G007.LK	Skmel28.DMSO	Skmel28.G007.LK	WM115.DMSO	WM115.G007.LK	WM1341.DMSO	WM1341.G007.LK	WM1382.DMSO	WM1382.G007.LK	WM239.DMSO	WM239.G007.LK	WM35.DMSO	WM35.G007.LK	A375.DMSO	A375.G007.LK	WM1366.DMSO	WM1366.G007.LK	WM793.DMSO	WM793.G007.LK	WM852.DMSO	WM852.G007.LK
BRDT	2.017083489	3.788073762	4.04414342	5.253272886	1.020192343	1.014926076	16.72591198	13.24885559	3.481626742	2.022959575	5.075339321	1.012825998	3.036989887	4.867131019	0	6.31965401	2.020401658	1.441817056	1	1.00667872	0	2.013967964	0	1.922428827	2.01459547	2.003197458
BTBD11	2	5.327153505	7.030970203	2.012619324	2.06385982	0	3.016765505	4.01346967	0	1.016468801	5.015958088	0	23.00186493	33.01169853	4.690504647	2	3.005493163	1.01311248	156	238	13.00069734	7	2	2.000270639	401.0884796	426.0002988
C2CD4D	32	85	37	39	14	26	41	43	37	57	61	22	17	25	76	67	104	107	20	46	13	10	15	27	3	4
CARD9	24.69322565	45.02031049	34.69750094	44.76947073	31.96459646	33.45197683	53.91263517	61.89172321	190.896232	224.8827829	37.75436612	19.24745834	57.61530922	46.42754257	312.9433752	245.9488761	53.04709765	49.74930203	116.1929641	165.0435915	50.77370668	43.71211068	53.13674074	81.4598487	72.39876251	92.23620314
CASC1	2	9	16	9	0	4	13	16	2	3	22	13	3	2	5	5.030566573	8	6	12	25	4	3	3	8	5.009383887	10
CASQ1	0	2	4	1	0	1.013208182	8.000146304	11	3	1	1	1	4.46973741	1	3.187647547	1.017506114	5	5	1	8.000294513	1	2.000792175	2	1	3.007291041	3.062328075
CCDC116	2	8	7	7	14	12	29	34	8	21	2	0	3	5	11	7	7	20	8	5	9	5	5	5	5	6
CCDC141	31.47856541	74.15930112	16.49556713	25.37446663	3.018868902	2.003519793	328.0558474	433.7854757	9.179592806	13.55501297	6.00709545	2.029956698	3.008692847	3.014948239	25.96446147	25.02869468	0	1.008713971	2.01121581	3.012540754	8	5.006290323	3.039186995	3.025531121	6.015985408	1.00732368
CCDC74A	0	1	0	1	37.4382074	34.12462313	5.548857957	5.050028762	175.8671428	196.8586045	46.16807214	21.60912652	2	0	141.3977269	124.5170679	1	1	104.0913299	172.0489248	5.864937759	15.45530351	111.5197243	144.4684094	184.3048731	209.0748854
CCNA1	50	105	342	370	5	8	1296	1324	8	20	3	4	21	25	18	14	5	4	263	335	15	19	5	2	22	20
CCR1	3	14	46	55	236	401	162	180	38	68	16	14	4	3	370	462	23	53	0	1	3	1	8	17	37	22
CDA	0	6	16	13	11	8	8	7	3	1	7	5	11	11	3	3	3	4	19	14	2009	1546	0	0	112	81
CDCP1	1.509427694	9.097555331	9.064376927	8.612801862	1.380832083	6.472055994	110.4063209	97.30564994	302.0195785	278.6447964	7.242606563	3.198611555	2.023269778	4.507139225	12.11374899	5.185571249	91.45721015	82.12717673	139.992026	209.7769067	19.35545796	20.66708286	22.26301153	24.38870371	6068.526613	5836.242015
CDHR3	90	189.6572661	147.5610303	197.5204241	69.02213861	78.46072394	57.14566186	49.07730043	133.2795676	139.0983413	153.3357094	64.01370573	139	154.4005424	146.8722081	127.1479412	201.0686243	153.0341009	26.00666663	63.02756253	16.02038413	7	111.0205297	86.29864033	43.06942881	31.08354379
CELF2	2617	5377	5099	5154	3796	4955	6733	8623	1397	1663	7906	3616	5417	5428	7644	8333	7261	7173	18	34	273	252	15	12	0	0
CHST5	1.042906439	14.25036676	16.18586668	11.51260791	5.309690415	18.84103874	20.79077347	25.55068227	20.79071455	24.78096443	17.35356538	8.306335114	15.74427849	8.302790213	17.87389926	17.5558352	17.87510909	12.16988891	11.29168184	9.069966188	9.027868103	9.191298328	6.136615594	7.488447689	9.330325167	4.339792164
CLCN4	815	1886	1559	1533	16	35	17	13	326	379	0	0	130	155	1238	1246	549	506	237	258	131	96	4	4	22	13
CLEC18A	9.012876813	17.66386666	7.145679954	25.03530152	9.883992211	4.618935592	20.5808961	22.47620767	32.70879959	31.57850878	29.04544044	2.784838469	1.008942499	5.94218575	51.08700509	57.54532468	25.42700696	21.47466693	60.79660791	82.10055925	1.000588654	13.74231003	2.100658823	3.006296109	9.935535206	9.420511005
CMPK2	15	28	38	46	66	114	269	383	170	236	15	12	74	80	159	252	2	0	67	82	0	1	128	209	203	207
CNNM1	2.000299069	1.014504008	3.00479611	2.036713661	63.02679963	89.6915004	105.1652752	124.1649155	322.382842	387.1880199	55.36460725	24.04015937	155.0491299	162.7662714	691.9302488	641.4591807	0	1.00279825	2.000978789	1.00063716	264.3863613	241.1477377	12.01775756	21.0236294	955.6396319	1089.122448
CNTNAP2	6.3807424	21.18993004	3.732194042	11.54531156	6.023682069	8.013384746	16.38732877	9.926856782	14.79310358	19.21841282	10.00869538	8.007873462	35.55765318	55.22515965	33.39642564	21.4327678	6.393653124	8.509124668	7.277289377	13.21209707	4.53765539	4.508825348	8.005411993	24.53274599	5.507375417	7.016156302
COL11A1	4672	6693	2272	2026	6	15	6832	4859	4	3	13	4	20	13	2	4	1	4	21	23	6	2	10	17	4	2
COL14A1	2	3	1	0	10	8	9	2	405	514	2	3	85	51	78	89	5	4	12	19	0	0	12	5	1015	1206
COL17A1	5	13	2	3	0	1	5	3	0	1	186	58	2	1	1	5	1	1	33	37	115	96	21	14	12	9
COL26A1	38	88	29	35	4	12	13	12	19	29	452	217	59	49	3	6	19	8	6	2	1	0	6	6	5	2
COL4A3	3	2	2	3	6	5	4	7	80	73	0	1	19	12	279	190	5	5	3	3	3	4	5	11	3	4
CORIN	10.4296907	23.0814615	22.43079008	22.0823974	8.447796558	14.56255258	17.88050714	14.35898584	25.29222112	33.61690436	29.5559889	11.58758066	29.10147142	21.06605445	44.1994308	34.19898778	18.29007275	23.87478631	9.794726968	19.67102126	6.249551638	20.49025894	21.75289184	24.33129902	19.44185118	28.65979988
CORT	0	0	1.552191054	2.676757243	5.378869593	9.104040578	21.71142948	13.67851605	3.892436002	7.981395358	2.583588706	7.171684998	4.369833965	11.51406033	16.24334827	5.122134945	2.385983058	8.566632187	2.498651044	8.301854033	1.187141728	12.67084289	4.950548423	1.72428676	3.942805723	6.326043414
CREG2	23.02395073	102.1465249	22.50901878	31.04146192	27.09593782	34.5393906	40.79373021	38.44615426	8.146308258	7.29690475	11.53249059	8.379061873	21.90333776	27.08807588	9.387931258	10.01303068	6.053518551	15.79662026	5.169348744	10.05064567	2.675350919	7.833024056	2	4.018690075	12.02910324	21.9498864
CRYAB	0	1	0	1	62.83226501	37	10	11	99	103	86	34	8994.73532	7254.737027	101	83.9747493	4276.375437	4049.800813	13	16	1085.471511	1113.639656	15	46	8	6
CTCFL	505.660843	997.2528428	109.5360564	139.9234172	25.37145781	31.13115684	56.41456153	77.89056595	16.1768699	28.93725281	136.6555605	83.47637744	3271.461467	3356.523842	333.9785896	294.0954135	109.4784814	140.7343594	7.417656237	14.15396875	17.22189393	8.022807089	3.005840553	8.074829696	12.83476658	18.48730702
CYP2E1	14	32	30	22	24.30071375	23	20	17	9.445699152	7	80	26.50549738	26	38	33.32811275	39.37137632	30	31	39	66	6.147933116	3.095975769	6	5	14	14
DDN	107	205	24	24	52	55	19	14	18	13	16	14	27	29	20	22	21	19	56	62	21	12	4	2	28	26
DDR1	14.08383086	32.53006037	17.89052526	20.61078318	268.2577751	344.2959771	0.610628254	0.701490238	0.001319512	8.291121164	1455.017466	712.0783418	7.518809084	0	4.933531675	6.334186115	64.14310997	43.50547424	15.3004656	31.0458765	62.87140149	69.77920951	1.761197107	101.0225005	119.6058956	98.50484664
DHH	4	4	3	9	3	6	4	3	12	14	26	7	7	8	9	9	10	19	18	23	0	3	2	4	0	3
DHRS3	1	0	0	0	28	23	151	118	4621	4793	683	259	286	237	2953	1567	100	82	1790	2921	4	5	2367	3424	664	704
DKK3	0	1	0	0	9	12	17	12	8356	9558	37	13	5913	5159	132	97	137	97	465	642	3742	3155	10500	13176	9558	9408
DNAJC6	92	167	21	20	488.0101191	643.0500567	97	128.0084238	466	545.0279568	301.0014603	152	592	432.0071208	1079.003689	974.0034369	110	85	856	1008.023318	306	238	385.0203546	596.0284841	31.00543271	25
EBF1	39	110	96	107	8	20	307	407	442	536	155	96	165	164	647	707	310	378	18	36	81	56	392	625	579	656
EBF4	3	8	3	14	1	0	24	20	125	166	5	5	155	150	101	59	118	112	11	14	0	0	47	73	22	33
EDA2R	261	485	796	810	0	0	65	56	942.1899186	930	1199.598825	462	813.0744417	721	930	801	966	905	205	252	340	251	169	234	5	3.000382823
EEF1A2	2112	4714	2622	2687	566	714	953	888	740	911	210	114	96	94	172	189	2953	2286	1180	2005	0	0	1145	1064	3687	3883
ELN	1	11.05630431	7.061140516	3.000631191	2	5.00725266	5.291261952	8	4.006902672	6.449147555	9.017129823	0	149.0323626	111.0034198	12.84898553	3.063514311	7	8.599974253	5	13.71671765	1.905992595	3.513679383	3	0	0	7.195098095
EMID1	2	10	14	5	2	1	161	164	124	184	2	3	178	199	15	14	144	136	12	17	0	0	18	32	2935	3527
EOMES	23	72	82	92	31	57	64	99	49	94	53	23	261	268	2	4	24	20	8	11	1	0	20	31	0	0
EPDR1	2810	6296	7276	8049	18	30	4576	4932	6095	7291	3855	2048	5221	5222	6649	6249	5071	4667	606	803	2	0	980	1268	86	57
EPPK1	4.001818293	6.001677569	1.000435467	5.002690559	0	3.00264616	4.002461167	2.00146106	1.00091456	3.00303432	3.001439591	1.000495962	10.00590366	7.003879133	5.001910325	0	1.000181088	4.001395622	5.003616113	2.001471749	7.004935086	4.002675769	2.001326819	4.002846656	5.002310958	10.00532136
ESAM	1	5.186715196	1	7.763744129	3	7.004355806	13.16683837	15.01496138	26	24.7090005	6.226435336	4	11.67885145	13.00419483	69.76526362	59	8	12.19088893	30.82205213	59	9	7	16	16	49.02299061	46
ESYT3	48.24621104	130.1622521	144.1965149	145.9601483	40.02839329	45.69812597	71.15965112	58.13876868	254.0754346	294.4020325	21.54629504	17.08380549	33.1157521	53.91144937	168.7032237	175.3680771	11.79200648	14.91081528	16.57916255	34.48358869	4.035341221	2.359690178	2	8.151362075	57.0321235	76.34489199
FAM135B	2	3	1	3	3.566170395	2.206052447	9.022545147	12	250.3537804	306.6746491	14.01349687	6	20.08365396	13.08845321	93.30207429	84.00125642	4.002780616	10.26991184	9.126080238	17	2	2.006646873	11	12	4.524599507	3.046591314
FAM169B	0	8	2	1	10	13	6	4	6	6	18	3	14	6	17	5.513353449	11	5	10.42781178	7	10	11	4.91100868	3.050848578	25	31
FAM184B	4.79218719	11.55338478	1.132444272	0	14.38988703	22.02279702	3.63395508	9.482282723	85.02812407	99.06335781	3.881005897	1.210239355	10.87887301	11.14565219	64.73620022	45.31435648	0	2.445479868	8.339772255	13.24154414	1.234829561	3.709542468	25.91878165	73.86650193	6.347101311	12.19432258
FANK1	8	11	13.00129577	4	19	23	18	13.00249244	12	12	24.00400862	8	23	22	31.00096168	26	11	12.00220767	11	14	0	1	27	43	40	35.01151484
FBXO16	98	227	217.0334596	232	41	53	193.027382	188.5085705	144	179	270	141	124	137	225	205	113	106	42.00025913	84	13.68366496	13	69	112	57	40
FCRLB	70	153	135	181	71	67	169	154	119	137	124	68	285	234	185	129	206	243	154	213	100	75	33	48	53	73
FGF14	53.41841008	129.4323996	847.9722625	929.0622218	2.00429203	0	80.24837134	98.53691708	8.186462173	13.00141576	412.2391018	218.1215098	30.0164678	23.03361721	63.14549988	67.7522933	886.7507396	824.3352053	4.932397373	7.094225009	1.283444647	2.379105355	37.06835392	42.01355352	16.44460052	21.00988859
FLOT1	89.43319435	7.96E-06	291.907899	4.975348911	36.1851187	414.9698769	91.69499824	0	16.87477546	0.025695716	0.006636755	44.59699995	0	153.7993116	108.9773433	284.3027573	271.3329622	0.98736175	0.000296	76.83651922	112.0671072	202.5044412	1.030801671	30.2893225	232.1757421	561.3424238
FREM1	75	170	38	40	11	20	59	61	1026	1053	73	28	2520	2031	1776	1510	952	961	370	526	0	1	391	727	124	169
FSTL4	63	190	193.2379211	145.0857848	12.92045927	8.302133778	7	3	6	8.750794188	25	15	55	64.23431953	2	4.308069172	62	48.58991293	15.88569753	6	2.410779122	4.276094442	7.191909176	4.742156513	3.733695589	1
FZD9	34	101	86	83	133	131	32	36	307	448	154	108	1	0	119	93	52	34	47	56	0	0	273	464	59	66
GABBR1	0.333827234	0	0.551661244	0	3.370464127	1.065685459	544.0999771	579.8190167	221.4006487	242.7734247	6.411154451	2.665995801	1.790963701	0.594292747	626.8158584	526.1491189	1.429234318	0.201891322	0.711273246	3.283073437	0.791565966	0	5.640295547	27.45839039	3.457316313	7.232644463
GCNT4	1	1	2	2	1	0	7	3	11	18	0	1	100	122	4	5	57	64	2	1	0	2	2	5	5	3
GLRB	40	109	49	63	63	54	1	0	145	159	86	37	119	102	38	51	102	81	93	107	598	419	369	414	42	41
GPR156	2	0	1	1	11	9	10	14	19	18	9	7	105	127	127	84	46	27	45	58	49	42	52	91	65	69
GPR61	2	5	4	5	7	4	7	4	8	11	3	6	0	1	21	9	6	4	7	5	6	4	4	0	8	6
GPR68	4	13	10	3	4	2	9	7	5	2	5	0	0	0	13	3	14	3	12	9	316	457	3	7	20	22
H1F0	0	0	3	0	287	396	359	399	6932	8198	42088	18485	29594	28682	4941	4611	29866	31680	9379	14944	22600	20383	8474	10814	137	138
H2AFJ	831	1801.675968	1225	1509.700408	768	963.5484881	2525	2076	1601.117248	1878	2181	1027.680585	3	0	1891	1686	1582	1310.570716	177	284	716	667	359	566	21	25
HHIPL2	1	1	7	3	0	1	36	28	11	11	7	0	10	4	9	5	24	13	9	12	20	38	4	4	146	142
HIST1H2AG	13.12060693	51.97076843	39.31499835	35.09006249	49.08027265	60.90614719	36.5066023	22.89379702	141.7152575	193.5753691	65.8268606	20.27807983	106.9822204	111.8682861	136.5444546	102.2398659	16.27859528	20.34118492	12.19956132	14.28972586	157.5407496	169.458657	35.97597429	57.8845147	80.92157801	65.99152417
HIST2H2AC	33.99144814	103.8371658	63.2226195	82.03310599	81.59526117	100.7459947	55.7074181	54.60840878	14.93152814	11.76243436	68.56099289	33.17190169	174.1131272	155.500519	13.81149316	9.821871482	202.2492465	141.1308181	17.23649724	38.15377694	25.4112254	20.03439213	7.204394951	2.786269784	27.47911171	24.46336257
HKDC1	34	50	83	80	33	43	30	38	141	172	26	11	1670	1316	122	107	94	59	210	342	73	52	112	155	10	8
HPX	2	5	3	2	6	8	7	2	10	13	9	8	18	17	15	21	5	5	3	4	2	1	3	3	7	3
HSPA1B	1476.839123	2988.773739	2202.067644	2359.82229	848.5962399	1308.068919	4877.981691	4230.642676	173.5405989	119.4111129	2535.773987	1327.269639	87.25804399	58.17832613	246.0989224	44.39945178	166.6068554	42.98014372	1375.012668	489.7554665	0	0.804287852	1004.476648	1304.400122	9094.962656	8319.323611
HTRA4	10.25228511	32.17793383	33.50088934	40.46812828	26.03066189	31.30753551	20.76755039	30.39681829	31.70868101	26.54345416	50.80798443	26.42535996	27.6767025	34.53048796	38.56932174	42.46591186	43.51001965	39.18183423	18.0127418	24.53077181	35.19627545	30.522853	11.86802746	16.52225423	38.18112719	30.17294538
IGSF11	1275	2574.034873	2536.135154	2544.160275	1887.066551	2644	2001	2464	547.0417362	565	2041	798	1218.049563	1303.117463	636.1772139	598	2153.051055	1896.552952	21.09303481	21.07280837	1.038939311	2.00458927	7	16.04990526	0	0
IGSF6	9.592959479	30.30146195	41.61212391	35.47298709	14.8416538	19.13688259	36.23693947	35.94481039	19.68114752	27.81612539	51.61908938	13.18639569	15.16841591	17.51908243	72.20687065	62.10923309	33.85010134	40.80724729	10.69575998	10.8811729	15.52149084	12.34532411	11.81971997	17.11709632	14.68131989	28.77560538
IL4I1	3	7.830022982	5.118865233	6	4.42796276	6.858758795	7.583110009	5.179957258	1	3.939275545	2.919193405	0	0	2	5.928665786	0	14.13753995	19.40840169	2.259542298	2	10.62711091	5.864668668	1.372799067	7.408806417	54	47.34432858
IRAK3	2.015387505	2.015723221	4.003968809	4.173158769	178.5913607	202.5245328	2.006689074	1.107273204	3.0039844	4.007493091	2.001953154	1.006613612	0	4.003974211	921.0988034	1068.517969	1.005158988	4.003914709	1.000424171	0	48.43153778	55.06952046	427.2991546	688.4010018	22.19398001	36.59404293
IRF5	83	255	151.0172725	188	404	500.0098216	68.00291677	85.01317759	87	130	68	42	4.012833447	2.805013315	157.7435613	170	500.0269789	444.011464	22	37	0	0	10	11	3	1.006708038
ITGB7	1.006270896	1	0	1	2	1.00363705	0	1	10.02346095	7.020335517	7.061968896	3	29.38820246	24.30521307	2	1.010259109	37.20836702	37.88408245	58.67960433	78.91541289	1	2.00622039	2	1	4.05154617	2
KCNJ10	59.34287511	161.5630999	115.5936988	95.58311171	58.35297546	86.7637131	68.22213438	90.23997416	301.5947716	370.601168	49.07506608	40.07846131	115.1584084	125.0069486	18.03342148	18.0552926	50.27065245	34.03446625	19.00546006	20.1219217	5.007954371	4	6.118101477	5.048157559	3.023031638	1
KCNJ15	5.169326388	23.62914974	37.7577769	29.85310897	46.58767025	55.01656802	22.4762657	23.68158405	63.14738241	51.42465026	48.13745532	17.79825906	862.1044146	991.6526512	50.03791093	50.71916305	23.52288793	36.94309168	32.50523136	67.6996415	472.382094	571.6200851	23.28982186	37.82813193	42.38986359	45.97984131
KCNK6	39.59311168	88.83120035	89.58294123	78.48933181	139.2609912	137.793184	172.4524709	164.3679082	222.6621094	276.4530254	367.7810819	176.653072	73.86431776	89.38507711	218.6691287	176.3464376	87.20438667	94.32344577	197.415122	299.0606145	62.06888258	47.98958506	49.04955178	73.77317562	426.8009806	392.0248596
KCNMA1	3	3	5	11.19485218	0	1	18	9.353791558	1979	2450	475	317.9204613	939	1064.964676	23.64036425	10.05534724	234	214.9702122	477	683	1524	1502	1996	2924	2355	2360.988429
KLHL30	1.020836439	2.130367122	3.025730947	3.001257345	0	4.00714211	2.015051799	2.002201371	3.157672062	0	8.029963562	1.064476635	84.1998828	130.775979	5.36469218	5.10659657	2.02340815	4.558922284	11.01658404	15.03762749	0	2.002073961	1.007842198	2.018240258	6.022982181	7.031265585
KLHL32	8.014287273	17	16.02387271	26.00010155	17.19956959	38.02521802	55.37328963	64	0	6.004535107	18.00456536	11	16	13	11.00920203	10.00134299	26	17.11416151	2.002752572	5.010300873	14	10	3	2.008166176	0	0
KREMEN2	630.370813	1126.582118	665.9774247	691.5261156	134.1301036	144.6095816	482.9570518	422.9615255	178.7948527	244.7047533	504.6585845	202.6750133	65.52185036	65.02456577	269.9011241	221.1668224	446.1448191	383.2304205	88.30081152	135.355959	46.27629938	69.42270391	71.33670749	91.77222238	94.06726714	73.89213401
KRT80	4	3	7	4	3	3	10	0	4	0	28	5	17	9	10	4	6	2	5900	7146	2485	2322	122	70	196	97.04587674
LAMA2	29	32	32	36	22	41	40	45	59	73	19	6	144	135	2097	2058	68	71	133	210	55	42	28	53	12400	16477
LGALS9	1	3	3	4	1	6	2	2	0	6.522487713	3	1	35.88305138	45.85766185	49.91169613	53.15917756	6	10.58781558	3.135845269	5	1	3	1	0	39.16700424	47.9561348
LMF1	191	354	335	337.0286036	220.0211828	265	163	149	668.1635008	720	495.0008887	261	479.0156115	561.0077688	993.0270439	774	937	823	73	117	0	1	284	365.0018863	7	4
LPAR4	15.05145333	52.02498642	7.610651038	6.316965799	6.085687208	12.12730064	2.053506055	3.218361176	173.6455615	170.9001531	5.132283209	1.000845765	96.953171	92.17806839	19.962573	22.84747107	2.047859279	2.077471999	36.01239958	52.25634883	63.87769706	51.87486435	29.26559898	69.14402073	5.559777281	1.037700059
LRMDA	578.6009148	1365.745812	790.277313	908.3529187	599.9644321	661.4435862	1155.603687	1121.372246	255.265754	321.4358387	1014.721786	540.1336249	403.4949002	444.5723575	717.142178	692.3621558	2229.453199	2183.2421	34.64785743	56.02002206	53.32561607	57.11419457	107.2559638	188.1334389	135.8971587	158.8395647
LRRTM2	14.00003185	20.00754522	18.2683014	25.59276341	2	6.000013147	16.24913751	17.14094756	32.25746482	30.59628847	16.00425403	6.053594894	65.88181475	82	53.0073322	45.19738198	59.98858987	52.00980634	1	2	0	0	41.47659686	62	87.64428705	106.0108054
LYSMD2	352	756	507	524	545	607	589	462	366	422	498	281	179	207	315	269	680	650	203	271	224	234	152	198	381	446
MARCH1	48.00147766	102.0019537	105	92.00084355	78	82	67	77	46.00906036	32	186.0146079	68.45819359	158.159575	117	93.00490448	88.00392262	190	231.0028422	57	94.13542335	84.44263531	61	82	84.02947683	80.00332758	103.1763435
MATN4	6	13	5	6	15	8	2	2	2	6	7	0	19	19	2	0	42	28	15	23	13	5	4	4	2	7
MCIDAS	224	384	256	276	83	105	219	274	51	67	451	189	179	173	93	107	245	248	139	165	83	71	73	106	38	49
MEGF10	964	1639	420	457	81	141	1568	1751	929	1110	1553	616	847	785	1065	700	1	0	41	52	4	8	311	436	3	1
METRNL	233.7943777	507.8238109	477.7246785	563.2711852	13.82552104	13.4653549	0	0	226.0933303	321.2418013	1.330968181	0	202.1878172	299.7548209	401.8756071	257.0879561	28.36012997	29.73697792	9.694395773	11.55121425	301.9941934	208.6667266	102.1483489	82.22867561	50.0768161	70.55884535
MFAP2	1012	3009	242	349	6	30	101	93	0	2	40	40	23	23	1	0	119	138	1111	1827	842	1008	1	3	13	28
MOBP	16.44689825	33.60093881	12.28007277	17.77535263	11.69954082	10.34061963	11.19323027	18.28347341	14.62454162	17.1997825	35.12994298	13.08405034	28.59030951	17.69922265	16.29612401	15.85873214	23.71718773	30.58907817	10.56226696	15.54324136	7.250767165	8.026561632	15.23333766	4.09482536	25.58124143	24.07442316
MPP7	5.148803108	6.050280185	7.252471144	11.07551383	6.237787518	9.432393208	2	3.016587285	0	5.084468928	13.91347425	5.070902142	46.91118946	42.62681828	7.322868476	6.118662782	41.60154774	39.73716769	84.73037802	81.87086278	1045.522078	808.2841054	0	4.235526552	7.05877085	7.048671201
MRAP2	1	3	4	10	62	56	455	428	325	373	717	385	458	413	472	468	432	313	6	16	7	7	76	132	3	1
MTTP	1	3	4	1	0	1	10	12	6	4	110	50	2	1	2	3	21	27	2	1	7	4	1	5	0	2
MYO15B	38	81	66.0011267	57	101.1166982	84.24059777	26	18	264	327.9872656	98	30	141.0086734	143	70.00156283	50.8565904	392.0028522	501	60	86	2	3.080581315	34	78.00202953	43.06368961	70.00154592
MYO7A	2	3	14	18	5	5	0	0	8	18.04090789	4	1	103.0028448	96	47	17	7	11	48	72	6	7	1	4.001418845	29.15126874	18
NALCN	59.23303623	151.4847207	113.6069814	113.0534289	154.4570849	214.9681211	25.32071666	21.53072321	2	2	384.2000326	262.4019039	12.06054398	7.573540119	19.92583841	16.15098538	33.07521992	46.35778893	92.66271695	96.77705075	462	417.1137245	152.4550255	140	39.36434826	29.1463753
NEK3	0	1	0	0	1439	1613	12	9	78	83	188	82	634	552	18	15	36	27	31	52	63	65	75	106	48	34
NID2	0	6.019090669	3.005365184	1	7.069394742	3	3	3	18.51151706	26.41165651	4	0	9	3	2	3	0	2	101.2079771	121.7842909	3.017159265	6.125586809	141.2590982	232.3466975	281.2462966	288.3735882
NKAIN1	48	106	81	77	10	19	5	7	69	94	67	16	236	278	20	33	306	219	40	55	0	0	3	9	3	5
NPFFR1	17.92257736	41.63447605	26.02178828	30.34197444	35.35851757	32.67629514	25.63429243	25.40003263	30.67255759	34.03700533	44.7667686	21.5681581	33.89710063	30.82266858	71.03387564	57.33531552	46.10356395	29.05152432	28.64534672	24.73868123	35.67624483	22.56157723	17.393754	20.16129558	27.08118883	38.22104537
NPR2	0	0	1	1	161.5412651	215	236.4605367	237.1408449	502.8851477	637	1261.416904	611.9007481	4	2	1	0	13	21	350.0767526	500.524649	75.33893845	120.6270878	482.5994454	637.345019	609.1798915	647.7260862
NRGN	55	110	224	170	100	109	380	330	446	478	381	173	269	257	666	609	528	388	664	1036	132	125	248	274	254	275
OFCC1	11	18	21.8832989	14	11	19	17	22	22.76750164	28	6	3	79.90573872	91.95192844	38.86964293	33.41498433	54	56	27	78.82396358	11.51532453	3	1	0	4	4
OTOA	1.343412902	8	38.12517498	50.37152493	0	0.35634373	6.051503152	3.567770615	5.03119195	8.070542984	2.458703419	2.132334263	5	5.013738289	7.571150855	7.909380407	16.00235175	10.14681069	1.008175305	2	2.014630331	0	1.000615869	2.000516836	1.020633784	0
PARD3B	45	110	53	68	450	480	229	187	222	260	224	92	297	283	528	445	297	294	38	57	202	205	319	247	6	6
PCDHB12	2	3	0	6.494641467	1.287104896	4.459531796	8.769003518	12.57971491	11.23771008	15.7916345	3.191431749	0	58.43361773	49.17684829	0	1.009943973	39.09483052	34.37532438	59.7329526	72.55324446	7.883433714	4	8.569180891	18.04657456	10.9498642	13.84055772
PCDHGA9	27.72088204	37.07262833	20.00018742	17.00000002	8.952195541	5.783051192	22.80240039	15.85422632	22	21	16	5.809134217	26	48.76051852	55.65515529	15.00000002	15	13	25	19.87970737	1	2	11.65795256	8	21.11436221	48.57569008
PCDHGC4	5	11.53897546	12	8	0	3	4	6	32.7761456	31.00011923	1	0	0	1.942907533	30.97238056	26.2002661	2	3.885815016	8	11.63037425	7.744287362	5.775790508	19	25	1.939475407	7.37005189
PDE1B	1.020579515	3.184400109	3.045820889	3.356955356	0	0	3.964230685	2.013450513	13.01966991	24.23154111	5.148631452	0	19.5138267	28.1280385	6.130748452	3.010232511	3.209129921	4.069127309	9.805166888	10.25080612	2.061406721	2.222741353	2.014150216	3.013684397	2.365629959	4.456603301
PIGZ	91	232	109	92	374	471	423	436	275	409	139	80	164	236	140	110	82	71	7	19	29	40	200	222	17	19
PIWIL4	50.00063811	109.5777617	61.50508918	50.41734317	43.00000002	51	156.9927976	178.0032336	0	2	4	1	1	1	15.7235284	23	80.04472055	80.07837978	0	0	53.39015627	43.73763973	20	33	7.000000015	12
PLA2G4F	0	1	7	7	3	4	4	4	1	0	2	2	6	6	9	3	9	2	1	2	3	2	2.217052147	1.250413013	1	1
PLCB2	92	196	41	35	40	37	28	28	59	67	80	45	1447	1482	26	28	1	0	83	132	23	14	45	46	48	34
PLCH2	2.358617202	0.5	3.573465569	3.829715569	2.5	7.475022456	3.502834101	4	3	5.184603371	1.5	2	11	22.97101602	2	0.5	1	2.426902337	0.5	0	4.74375	4.341136693	0	1	2	3
PLD5	2	2	3	5	1.001151937	3	5	2.031600436	5.136210222	3.081726133	3.026355405	1	31	27	2.029477059	4.000672472	3	3.002929704	2	3	4	1	1.076697043	0	2.003932431	1
PLEKHG6	2	1.013875153	6.083376656	0	2.054825689	0	1.052838885	3.048166616	5	8.167066763	2.128554716	3.276163235	4.093498998	6.009627304	17.8204888	8	9.318920922	1.040128942	22.3446581	13.03834465	3	6	4.130702647	7.184799595	23.48870874	11.67128101
PMP2	936.2916601	1779.459101	1060.083454	1114.536355	1100.115099	1130.261605	4897.398112	4434.982769	202.5437339	193.1970533	753.8611729	248.1605095	176.0508084	85.05941778	660.0827187	547.3289261	525.0445315	357.0987602	2.000982347	0	0	0	11.01470996	12.0467979	1.000041161	2.000442274
PP2D1	2	7.031607859	3	2	13	9.027537814	4.030819647	6	9	9.036079479	7.134861741	4	8.031029657	11	12	4.037221313	3.033685379	4.041605921	0	6	6.044603337	4	2	5	3	9.102914466
PRDM9	3.425266035	11.38068759	8.141325257	8.425364546	3.27213786	4.248865797	27.43045076	37.83451047	5.330316884	0	1.060604276	1.28451926	10.70285532	10.2981108	11.18511972	9.711638837	51.56442842	37.78322763	1	4	2	2	2	1	0	0
